headline,topic
"['could', 'you', 'pass', 'gcse', 'science', 'try', 'out', 'these', 'exam', 'questions', 'as', 'pupils', 'find', 'out', 'their', 'results']",['news']
"['could', 'you', 'pass', 'gcse', 'maths', 'answer', 'these', '10', 'questions', 'to', 'test', 'your', 'knowledge']",['news']
"['gcse', 'results', 'day', '2018', 'as', 'it', 'happened', 'students', 'celebrate', 'grades', 'in', 'wake', 'of', 'exam', 'shake-up']",['news']
"['gcse', 'grade', 'boundaries', '2018', 'what', 'is', 'the', 'new', 'grading', 'system', 'and', 'is', 'it', 'harder', 'to', 'do', 'well', 'this', 'year']",['news']
"['gcse', 'results', 'day', '2018', 'when', 'is', 'it', 'how', 'to', 're-sit', 'exams', 'and', 'what', 'are', 'the', 'options', 'for', 'sixth', 'form', 'and', 'college']",['news']
"['gcse', 'and', 'a-level', 'results', 'exam', 'boards', 'to', 'police', 'social', 'media', 'phones', 'and', 'watches', 'in', 'major', 'crackdown', 'on', 'cheating']",['news']
"['gcse', 'results', 'day', '2018', 'when', 'is', 'it', 'what', 'are', 'the', 'grade', 'boundaries', 'and', 'what', 'happens', 'if', 'i', 'need', 'to', 'resit', 'an', 'exam']",['news']
"['boy', 'who', 'was', 'stabbed', 'in', 'the', 'chest', 'and', 'missed', 'his', 'gcses', 'in', 'hospital', 'is', 'denied', 'his', 'predicted', 'grades']",['news']
"['poundland', 'hits', 'back', 'at', 'school', 'teacher', 'who', 'described', 'gcse', 'grade', '4', 'as', ""'poundland"", 'pass']",['news']
"['native', 'english', 'speakers', 'being', 'outperformed', 'at', 'gcse', 'level', 'by', 'those', 'who', 'speak', 'it', 'as', 'second', 'language']",['news']
"['secondary', 'school', 'league', 'tables', 'gcse', 'and', 'a-level', 'results', 'tables', 'for', 'london', 'state', 'and', 'independent', 'schools']",['news']
"['brother', 'of', 'girl', 'who', 'got', 'a', 'in', 'gcse', 'after', 'fleeing', 'grenfell', 'blaze', 'there', 'is', 'hope']",['news']
"['artist', 'branded', ""'spoilt"", 'rich', 'girl', 'apologises', 'over', 'post', 'mocking', 'scaffolder', 'for', ""'having"", 'one', 'gcse']",['news']
"['scaffolder', 'hits', 'out', 'at', ""'spoilt"", 'rich', 'girl', 'artist', 'who', 'said', 'he', ""'looked"", 'like', 'he', 'had', 'one', 'gcse']",['news']
"['london', 'school', 'bars', 'girl', 'from', 'a-levels', 'after', 'she', 'gets', 'blood', 'disorder', 'during', 'gcses']",['news']
"['twitter', 'users', 'misspell', 'gcse', 'so', 'much', 'that', 'alternative', 'gsce', 'hashtag', 'trends…', 'and', 'even', 'the', 'green', 'party', 'get', 'it', 'wrong']",['news']
"['bad', 'gcse', 'results', 'in', 'english', 'and', 'maths', 'blamed', 'on', 'new', 'marking', 'system']",['news']
"['sister', 'of', 'martyn', 'hett', 'killed', 'in', 'manchester', 'terror', 'attack', 'earns', '11', 'a', 's', 'in', 'her', 'gcses']",['news']
"['gcse', 'results', 'day', '2017', 'grenfell', 'tower', 'survivor', 'ines', 'alves', 'scores', 'top', 'grades', 'including', 'a', 'in', 'the', 'chemistry', 'exam', 'she', 'sat', 'hours', 'after', 'fire']",['news']
"['gcse', 'grades', 'in', 'london', 'higher', 'than', 'rest', 'of', 'uk', 'under', 'new', '9-1', 'exam', 'system']",['news']
"['aqa', 'grade', 'boundaries', '2017', 'how', 'the', 'gcse', 'grading', 'system', 'works']",['news']
"['gcse', 'results', 'day', '2017', 'half', 'a', 'million', 'get', 'their', 'grades', 'amid', 'warning', 'top', 'scores', 'harder', 'to', 'come', 'by', 'under', 'new', 'system']",['news']
"['gcse', 'results', 'day', '2017', 'everything', 'you', 'need', 'to', 'know', 'from', 'grade', 'boundaries', 'to', 'whether', 'you', 'can', 'find', 'out', 'marks', 'online']",['lifestyle']
"['gcse', 'grade', 'boundaries', '2017', 'teachers', 'face', ""'incredible"", 'challenge', 'to', 'predict', 'grades', 'ofsted', 'warns']",['news']
"['gcse', 'results', '2017', 'experts', 'dub', 'new', 'exams', '‘', 'hardest', 'since', '1980s', 'o', 'levels', '’', 'and', 'warn', 'students', 'face', 'disappointment']",['news']
"['gcse', 'results', 'day', '2017', 'anxiety', 'how', 'to', 'help', 'your', 'kids', 'cope', 'with', 'the', 'stress']",['lifestyle']
"['gcse', 'and', 'a', 'level', 'pupils', 'affected', 'by', 'grenfell', 'fire', 'will', 'have', 'grades', 'reviewed', 'kensington', 'council', 'says']",['news']
"['grenfell', 'tower', 'teenage', 'girl', 'sits', 'gcse', 'exam', 'in', 'pyjamas', 'morning', 'after', 'fleeing', 'devastating', 'blaze']",['news']
"['manchester', 'attack', 'gcse', 'and', 'a-level', 'exams', 'could', 'be', 'cancelled', 'in', 'wake', 'of', 'suicide', 'bombing', 'at', 'ariana', 'grande', 'concert']",['news']
"['changes', 'to', 'gcse', 'grading', ""'will"", 'do', 'more', 'harm', 'than', 'good']",['news']
"['gcse', 'and', 'a', 'level', 'tables', 'results', 'for', 'every', 'london', 'state', 'and', 'independent', 'school']",['news']
"['joey', 'essex', 'gets', 'his', 'gcse', 'results', 'on', 'camera', 'after', 'sitting', 'one', 'exam', 'in', 'general', 'studies']",['showbiz']
"['daughter', 'of', 'strictly', ""'s"", 'katie', 'derham', 'dancing', 'with', 'joy', 'over', 'top', 'gcse', 'results']",['news']
"['gcse', 'results', 'day', 'two', 'girls', 'scoop', 'impressive', '21', 'a', 'grades', 'at', 'london', 'school']",['news']
"['gcse', 'results', 'day', '2016', 'grades', 'dramatically', 'plunge', 'following', 'government', 'reforms']",['news']
"['gcse', 'results', 'day', '2016', 'grades', 'fall', 'across', 'the', 'board', 'as', 'girls', 'continue', 'to', 'outperform', 'boys']",['news']
"['anne', 'mcelvoy', 'i', 'feel', 'the', 'pain', 'of', 'studying', 'for', 'gcses', 'almost', 'as', 'much', 'as', 'my', 'children']",['comment']
"['30,000', 'london', 'teenagers', 'fail', 'to', 'make', 'the', 'grade', 'at', 'gcse']",['news']
"['curious', 'incident', 'playwright', 'don', '’', 't', 'exclude', 'arts', 'from', 'list', 'of', 'core', 'gcses']",['news']
"['do', ""n't"", 'move', 'gcse', 'and', 'a-level', 'exams', 'for', 'ramadan', 'says', 'ofsted', 'boss']",['news']
"['brian', 'cox', 'bring', 'back', 'individual', 'gcses', 'in', 'science']",['news']
"['victoria', 'beckham', 'posts', 'gushing', 'message', 'to', 'son', 'brooklyn', 'as', 'he', 'passes', 'all', 'of', 'his', 'gcses']",['showbiz']
"['cheryl', 'fernandez-versini', 'reflects', 'on', 'tough', 'childhood', 'and', 'praises', 'parents', 'for', 'being', ""'role"", 'models', 'in', 'gcse', 'results', 'day', 'blog']",['showbiz']
"['school', 'goes', 'up', 'in', 'flames', 'on', 'gcse', 'results', 'day']",['news']
"['london', 'gcse', 'results', ""'"", 'i', 'just', 'wanted', 'to', 'do', 'well', '-', 'hugs', 'all', 'round', 'as', 'star', 'pupils', 'celebrate']",['news']
"['gcse', 'results', 'more', 'pupils', 'get', 'with', 'program', 'as', 'computer', 'studies', 'entries', 'double']",['news']
"['gcse', 'results', 'day', '2015', 'percentage', 'of', 'students', 'awarded', 'top', 'a', 'grade', 'falls', 'for', 'fourth', 'year']",['news']
"['schools', 'warned', 'to', 'expect', '‘', 'volatile', '’', 'results', 'after', 'tougher', 'english', 'and', 'history', 'gcse', 'exams']",['news']
"['labour', ""'s"", 'shadow', 'education', 'secretary', 'tristram', 'hunt', 'reveals', 'plans', 'to', ""'phase"", 'out', 'gcses']",['news']
"['evening', 'standard', 'comment', 'lower', 'gcse', 'results', 'a', 'more', 'accurate', 'picture']",['comment']
"['slump', 'in', 'gcse', 'results', 'puts', '40', 'london', 'schools', 'at', 'risk', 'of', 'takeover']",['news']
"['exams', 'results', 'what', 'is', 'new', 'exams', 'guidance', 'what', 'will', 'happen', 'to', 'a-level', 'and', 'gcse', 'grades']",['life-style']
"[""'there"", ""'s"", 'no', 'clarity', 'ranvir', 'singh', 'blasts', 'education', 'secretary', 'over', 'gcse', 'confusion']",['showbiz']
"['school', 'exams', 'education', 'secretary', 'says', ""'every"", 'child', 'will', 'get', 'gcses', 'and', 'a', 'levels', 'in', 'summer']",['news']
"['coronavirus', 'school', 'warning', 'could', 'gcse', 'and', 'a-levels', 'be', 'delayed', 'over', 'risk']",['news']
"['claudia', 'winkleman', 'strictly', 'presenter', 'shares', 'rare', 'family', 'insight', 'with', 'son', 'on', 'gcse', 'day']",['celebrity-news']
"['gcse', 'results', 'day', 'how', 'did', 'the', 'royals', 'do', 'in', 'their', 'gcse', 'results']",['news']
"['gcse', 'results', '2019', 'is', 'an', 'e', 'a', 'pass', 'at', 'gcse', 'is', 'a', 'd', 'a', 'pass']",['news']
"['gcse', 'results', '2019', 'can', 'you', 'get', 'gcse', 'results', '2019', 'online']",['news']
"['gcse', 'results', 'day', '2019', 'what', 'to', 'do', 'if', 'you', 'don', '’', 't', 'get', 'the', 'exam', 'results', 'you', 'needed']",['news']
"['what', 'are', 'the', 'new', 'gcse', 'grades', '1-9', 'grading', 'system', 'replaces', 'a', 'to', 'g']",['news']
"['gcse', 'results', 'day', '2019', 'when', 'do', 'gcse', 'results', 'come', 'out', 'gcse', 'grade', 'boundaries']",['news']
"['gcse', 'results', 'day', '2019', 'time', 'what', 'time', 'do', 'the', 'gcse', 'results', 'come', 'out', 'this', 'week']",['news']
"['gcse', 'grade', 'equivalent', 'what', 'do', 'the', 'new', 'gcse', 'grades', 'mean']",['news']
"['gcse', '2019', 'grade', 'boundaries', 'grade', '1', 'to', '9', 'is', 'equivalent', 'to', 'these', 'grades']",['news']
"['gcse', 'results', 'day', '2019', 'how', 'to', 'convert', 'a', '-g', 'grades', 'to', 'new', 'grade', 'boundaries']",['news']
"['gcse', 'results', 'grade', 'boundaries', '2019', 'aqa', 'edexcel', 'ocr', 'all', 'you', 'need', 'to', 'know']",['life-style']
"['gcse', 'results', '2019', 'when', 'do', 'schools', 'receive', 'gcse', 'results']",['news']
"['gcse', 'resits', 'can', 'i', 'resit', 'my', 'gcses', 'how', 'to', 'retake', 'your', 'exams', 'full', 'guide', 'to', 'gcse', 'resits']",['news']
"['vegetarian', 'student', 'fails', 'gcse', 'exam', 'for', '‘', 'obscene', 'racial', 'comments', '’', 'criticising', 'halal', 'meat']",['news']
"['gcse', 'dates', '2019', 'when', 'do', 'gcse', 'exams', 'start', 'and', 'finish', 'this', 'year', 'full', 'timetable']",['news']
"['gcse', 'start', 'date', '2019', 'when', 'are', 'gcses', 'new', 'gcse', 'grading', 'system', 'explained']",['news']
"['gcse', 'joy', 'for', 'girls', 'injured', 'in', 'manchester', 'bombing', 'one', 'year', 'on', 'from', 'terror', 'attack']",['news']
"['gcses', 'get', 'harder', '...', 'yet', 'still', 'the', 'pass', 'rate', 'rises']",['news']
"['nick', 'ferrari', 'in', 'stitches', 'as', 'education', 'minister', 'struggles', 'to', 'explain', 'new', 'gcse', 'grades']",['news']
"['gcse', 'results', '2018', 'what', 'to', 'do', 'if', 'you', 'do', ""n't"", 'get', 'the', 'results', 'you', 'wanted']",['news']
"['gcse', 'results', 'day', '2018', 'live', 'updates', 'students', 'collect', 'gcses', 'today', 'latest', 'grade', 'boundaries']",['news']
"['gcse', 'results', 'day', '2018', 'can', 'you', 'find', 'out', 'your', 'gcse', 'results', 'online']",['news']
"['gcse', 'results', '2018', 'what', 'are', 'the', 'ocr', 'grade', 'boundaries', 'when', 'are', 'they', 'out']",['news']
"['gcse', 'results', 'day', '2018', 'what', 'are', 'gcse', 'grade', 'boundaries', 'edexel', 'ocr', 'eduqas', 'wjec', 'and', 'more']",['news']
"['gcse', 'results', 'day', '2018', 'what', 'are', 'the', 'new', 'gcse', 'grades', '1-9', 'what', 'are', 'the', 'boundaries']",['news']
"['gcse', 'results', 'day', 'when', 'do', 'gcse', 'results', 'come', 'out', 'how', 'to', 'find', 'out', 'grades']",['news']
"['gcse', 'results', 'day', '2018', 'when', 'do', 'gcse', 'results', 'come', 'out', 'gcse', 'grade', 'boundaries', 'revealed']",['news']
"['gcse', 'results', 'what', 'time', 'can', 'you', 'collect', 'your', 'gcse', 'results', 'tomorrow']",['news']
"['scrap', 'maths', 'core', 'gcse', 'is', '‘', 'too', 'difficult', '’', 'for', 'less', 'able', 'students', 'says', 'man', 'behind', 'exam']",['news']
"['what', 'are', 'the', 'new', 'gcse', 'grades', '1-9', 'grading', 'system', 'replaces', 'a', '-g']",['news']
"['gcse', 'numbers', 'grades', 'boundaries', '2017', 'what', 'are', 'the', 'ums', 'boundaries', 'aqa', 'ocr', 'edexcel']",['news']
"['gcse', 'grade', 'boundaries', '2017', 'what', 'are', 'the', 'grade', 'boundaries', 'ocr', 'edexcel', 'aqa', 'more']",['news']
"['‘', 'are', 'we', 'people', 'or', 'guinea', 'pigs', '’', 'fury', 'at', 'new', 'gcse', 'grade', 'system', 'as', 'pass', 'rates', 'plummet']",['news']
"['manchester', 'terror', 'teen', 'millie', 'robson', 'caught', 'in', 'atrocity', 'passes', 'gcse', 'english', 'a', 'year', 'early']",['news']
"['gcse', '2017', 'new', 'grade', 'system', 'leaves', 'nick', 'ferrari', 'totally', 'baffled', 'in', 'hilarious', 'radio', 'moment']",['news']
"['manchester', 'bombing', 'victim', '’', 's', 'sister', 'achieves', '11a', 'in', 'gcses', 'she', 'sat', 'days', 'after', 'he', 'died']",['news']
"['gcse', 'grade', 'boundaries', 'grades', '1', 'to', '9', 'is', 'equivalent', 'to', 'these', 'grades']",['news']
"['gcse', 'grade', 'boundaries', '2017', 'new', 'gcse', '1-9', 'grade', 'system', 'compared', 'to', 'old', 'a', '-g', 'results']",['news']
"['gcse', 'results', 'day', '2017', 'in', 'pictures', 'the', 'most', 'emotional', 'photographs', 'from', 'gcse', 'results', 'day']",['news']
"['gcse', 'results', 'day', '2017', 'what', 'are', 'the', 'grade', 'boundaries', 'for', 'each', 'exam', 'board', 'check', 'here']",['news']
"['gcse', 'pass', 'rates', 'drop', 'amid', 'shake-up', 'of', 'the', 'exams', 'system']",['news']
"['gcse', 'grade', 'boundaries', '2017', 'what', 'is', 'the', 'new', 'gcse', 'grade', 'system', 'and', 'what', 'are', 'the', 'boundaries']",['news']
"['gcse', 'results', 'day', '2017', 'thousands', 'of', 'pupils', 'will', 'get', 'lower', 'marks', 'under', 'new', 'marking', 'scheme']",['news']
"['gcse', 'results', 'day', '2017', 'what', 'time', 'do', 'gcse', 'results', '2017', 'come', 'out']",['news']
"['gcse', '2017', 'results', 'zoe', 'ball', 'overcome', 'with', 'emotion', 'as', 'son', 'woody', 'cook', 'collects', 'grades']",['celebrity-news']
"['grenfell', 'tower', 'survivor', 'who', 'sat', 'gcse', 'hours', 'after', 'blaze', 'reveals', 'result', 'live', 'on', 'this', 'morning']",['showbiz']
"['new', 'gcse', 'grade', 'boundaries', 'could', 'spark', 'chaos', 'new', 'system', 'puts', 'results', '‘', 'to', 'chance', '’']",['news']
"['gcse', 'results', 'day', '2017', '–', 'how', 'to', 'convert', 'a', '-g', 'grades', 'to', 'new', 'grade', 'boundaries']",['news']
"[""'gcse"", 'students', 'are', 'being', 'spoon-fed', 'expert', 'makes', 'the', 'case', 'for', 'o-levels']",['news']
"['inspectors', 'blast', 'school', 'for', 'gcse', 'bar', 'on', 'pupils', 'deemed', 'unready', 'and', 'immature']",['news']
"['true', 'grit', 'teen', 'girl', 'escapes', '13th', 'floor', 'with', 'revision', 'notes', 'then', 'sits', 'gcse', 'the', 'next', 'day']",['news']
"['gcse', 'pupil', 'completes', '12', 'years', 'at', 'school', 'without', 'having', 'a', 'single', 'day', 'off']",['news']
"['are', 'you', 'smarter', 'than', 'a', '16', 'year', 'old', 'take', 'this', 'gcse', 'quiz', 'to', 'find', 'out']",['life-style']
"['parents', 'to', 'be', 'fined', '£65', 'if', 'children', 'hop', 'the', 'wag', 'for', 'gcse', 'exams']",['news']
"['can', 'you', 'answer', 'the', 'baffling', 'gcse', 'question', 'only', 'four', 'per', 'cent', 'of', 'brits', 'can', 'get', 'right']",['life-style']
"['gcse', 'maths', 'revision', 'guides', ""'littered"", 'with', '90', 'errors']",['news']
"['new', 'gcse', 'grading', 'system', 'will', 'increase', 'pressure', 'on', 'pupils', 'says', 'headmistress']",['news']
"['majority', 'of', 'white', 'working', 'class', 'boys', 'failing', 'to', 'get', 'good', 'gcses']",['news']
"['exam', 'nightmare', 'of', 'pupils', 'taught', 'wrong', 'gcse', 'topics']",['news']
"['boy', '‘', 'disappointed', '’', 'with', 'd', 'grade', 'in', 'gcse', 'maths', '–', 'but', 'then', 'he', 'is', 'only', 'six']",['news']
"['pupils', 'getting', 'top', 'gcse', 'grades', 'falls', 'to', 'lowest', 'level', 'since', '2007']",['news']
"['gcse', 'results', 'out', 'today', 'and', 'girls', 'predicted', 'to', 'be', 'way', 'ahead', 'of', 'boys']",['news']
"['gcse', 'results', 'day', '2016', 'what', 'you', 'need', 'to', 'know', 'as', 'gcse', 'grades', 'fall', 'across', 'the', 'nation']",['news']
"['pubs', 'and', 'clubs', 'on', 'high', 'alert', 'for', 'fake', 'ids', 'as', 'teens', 'celebrate', 'gcse', 'results']",['news']
"['dad', 'is', 'suing', '£28,000-a-year', 'private', 'school', 'after', 'his', 'son', 'passed', 'just', 'one', 'gcse']",['news']
"['amy', 'tinkler', 'marks', 'end', 'of', 'gcse', ""'s"", 'by', 'winning', 'another', 'olympic', 'medal', 'for', 'team', 'gb']",['sport']
"['teen', 'accidentally', 'rips', 'his', 'middle', 'finger', 'off', 'while', 'scaling', 'fence', 'after', 'gcse', 'exam']",['news']
"['are', 'you', 'sharp', 'enough', 'to', 'answer', 'today', '’', 's', 'gcse', 'maths', 'questions']",['life-style']
"['gcse', 'pupils', 'left', 'baffled', 'after', ""'business"", 'studies', 'question', 'appears', 'in', 'biology', 'exam']",['news']
"['major', 'grade', 'shake-up', 'being', 'considered', 'could', 'see', 'gcse', 'english', 'grades', 'plummet']",['news']
"['forget', 'posh', 'schools', 'here', 'are', 'the', 'top', '10', 'free', 'schools', 'for', 'gcses', 'did', 'yours', 'make', 'the', 'cut']",['news']
"['cornish', 'language', 'could', 'be', 'brought', 'back', 'to', 'the', 'classroom', 'as', 'a', 'gcse']",['news']
"['school', ""'s"", 'worst', 'ever', 'gcse', 'results', 'are', 'because', 'more', 'students', 'are', 'asylum', 'seekers', 'says', 'head']",['news']
"['anger', 'as', 'gcse', 'history', 'course', 'to', 'teach', 'pupils', 'africans', 'lived', 'in', 'britain', 'before', 'the', 'english']",['news']
"[""'proud"", 'of', 'you', 'victoria', 'beckham', 'gushes', 'over', 'son', 'brooklyn', 'after', 'he', 'passes', 'all', 'his', 'gcses']",['celebrity-news']
"['quiz', 'are', 'gcses', 'actually', 'easier', 'than', 'o-levels']",['news']
"['top', 'gcse', 'grades', 'down', 'but', 'girls', 'are', 'still', 'better', 'than', 'boys']",['news']
"['think', 'your', 'child', ""'s"", 'clever', 'ten-year-old', 'boy', 'gets', 'a', 'maths', 'gcse…and', 'he', ""'s"", 'not', 'stopping', 'there']",['life-style']
"['gcse', 'joy', 'as', 'grades', 'improve']",['news']
"['bright', 'kids', 'struggle', 'with', 'gcses', '...', 'because', 'they', ""'re"", 'too', 'clever', 'for', 'them', 'head', 'claims']",['news']
"['gcse', 'question', 'that', 'shames', 'education', 'says', 'ann', 'widdecombe']",['comment']
"['exams', 'boards', 'in', 'dumbing', 'down', 'row', 'over', ""'daft"", 'spot', 'the', 'difference', 'history', 'gcse', 'question']",['news']
"['hilarious', 'reaction', 'from', 'gcse', 'maths', 'students', 'after', 'their', ""'impossible"", 'edexcel', 'exam']",['news']
"['a-star', 'day', 'in', 'the', 'life', 'now', 'pupils', 'can', 'do', 'gcse', 'in', 'the', 'beatles', 'sgt', 'pepper']",['news']
"['new', 'gcse', 'tables', ""'fail"", 'twice', 'as', 'many', 'schools']",['news']
"['i', 'used', 'to', 'teach', 'english', 'gcse', 'with', 'a', 'baby', 'on', 'my', 'hip']",['teacher-network']
"['i', 'love', 'books', 'so', 'why', 'do', 'i', 'hate', 'studying', 'english', 'gcse']",['childrens-books-site']
"['wellcome', 'trust', 'criticises', 'plan', 'to', 'cease', 'marks', 'for', 'science', 'gcse', 'lab', 'work']",['education']
"['gcse', 'gap', 'between', 'rich', 'and', 'poor', 'widens']",['education']
"['three', 'interesting', 'league', 'tables', 'from', 'this', 'year', ""'s"", 'gcse', 'results']",['news']
"['number', 'of', 'english', 'schools', 'failing', 'on', 'gcse', 'targets', 'doubles', 'in', 'a', 'year']",['education']
"['tough', 'new', 'food', 'gcse', 'to', 'test', 'pupils', 'on', 'poached', 'eggs', 'palmiers', 'and', 'provenance']",['education']
"['what', 'i', '’', 'm', 'really', 'thinking', 'the', 'gcse', 'student']",['lifeandstyle']
"['labour', 'could', 'ditch', 'gcses', 'within', '10', 'years', 'says', 'tristram', 'hunt']",['education']
"['labour', 'could', 'scrap', 'gcses', 'within', 'a', 'decade', '–', 'weekly', 'news', 'review']",['teacher-network']
"['sgt', 'pepper', 'and', 'santana', 'added', 'to', 'music', 'gcse', 'curriculum']",['education']
"['gcse', 'maths', 'papers', 'to', 'be', 'changed', 'amid', 'concerns', 'over', 'difficulty']",['teacher-network']
"['exam', 'boards', 'to', 're-write', 'gcse', 'maths', 'papers', '–', 'weekly', 'news', 'review']",['teacher-network']
"['bright', 'children', 'from', 'disadvantaged', 'backgrounds', 'fall', 'by', 'the', 'wayside', 'at', 'gcse']",['education']
"['ofqual', 'survey', 'finds', 'wide', 'confusion', 'and', 'doubts', 'about', 'gcse', 'and', 'a-level', 'changes']",['education']
"['how', 'to', 'solve', 'the', 'maths', 'gcse', 'question', 'about', 'hannah', ""'s"", 'sweets', 'that', 'went', 'viral']",['science']
"['student', 'protest', 'against', ""'unfair"", 'gcse', 'maths', 'question', 'goes', 'viral']",['education']
"['students', 'take', 'to', 'twitter', 'to', 'applaud', 'error', 'in', 'gcse', 'chemistry', 'exam']",['education']
"['schools', 'minister', 'calls', 'for', 'focus', 'on', 'academic', 'gcses', '–', 'weekly', 'news', 'review']",['teacher-network']
"['schools', 'face', 'pressure', 'under', 'plans', 'to', 'target', 'academic', 'gcses']",['education']
"['more', 'students', 'choosing', 'traditional', 'subjects', 'for', 'gcses', 'and', 'a-levels']",['education']
"['gcse', 'results', '2015', 'kirkby', 'high', 'school', 'hopes', 'for', 'a', 'radical', 'turnaround']",['education']
"['what', 'about', 'children', 'who', 'have', 'no', 'place', 'in', 'the', 'gcse', 'story']",['education']
"['gcse', 'results', 'day', 'is', 'the', 'end', 'of', 'an', 'era', 'for', 'students', 'but', 'just', 'the', 'start', 'for', 'teachers']",['teacher-network']
"['gcse', 'results', '2015', 'share', 'your', 'photos', 'and', 'stories']",['education']
"['gcse', 'results', 'fall', 'in', 'numbers', 'taking', 'foreign', 'languages', 'a', 'cause', 'for', 'concern']",['education']
"['why', 'has', 'there', 'been', 'a', 'drop', 'in', 'students', 'taking', 'language', 'gcses', 'teachers', 'views']",['teacher-network']
"['gcse', 'results', 'day', '2015', 'pupils', 'aged', '11', 'to', '44', 'on', 'how', 'they', 'made', 'the', 'grade']",['education']
"['gcse', 'results', 'day', '2015', 'pass', 'rates', 'rise', 'as', 'uk', 'students', 'find', 'out', 'grades', '–', 'as', 'it', 'happened']",['education']
"['gcse', 'results', 'day', 'hard', 'work', 'pays', 'off', 'for', 'pupils', 'at', 'birmingham', 'academy']",['education']
"['gcse', 'results', '2015', 'passes', 'grades', 'and', 'entrants', '–', 'in', 'charts']",['news']
"['gcses', 'have', 'changed', 'so', 'much', 'it', ""'s"", 'remarkable', 'results', 'are', 'this', 'stable']",['education']
"['why', 'my', 'daughter', 'won', '’', 't', 'be', 'getting', 'a', 'new', 'phone', 'for', 'passing', 'her', 'gcses']",['commentisfree']
"['gcse', 'results', 'figures', 'show', 'slump', 'in', 'foreign', 'languages', 'and', 'rise', 'in', 'computing']",['education']
"['gcse', 'results', '2015', 'pass', 'rate', 'rises', 'but', 'a', 'grades', 'dip']",['education']
"['would', 'you', 'pass', 'a', 'gcse', 'maths', 'exam']",['news']
"['would', 'you', 'pass', 'a', 'gcse', 'french', 'exam']",['news']
"['gcse', 'results', '2010', 'exam', 'boycott', 'comes', 'back', 'to', 'haunt', 'schools']",['education']
"['malala', 'yousafzai', 'celebrates', 'string', 'of', 'a', 'grades', 'at', 'gcse']",['uk-news']
"['fine', 'schools', 'whose', 'pupils', 'fail', 'to', 'pass', 'gcse', 'maths', 'and', 'english', 'says', 'thinktank']",['education']
"['qualified', 'support', 'for', 'gcse', 'students', 'who', 'can', 'help', 'to', 'build', 'a', 'balanced', 'economy']",['politics']
"['secret', 'teacher', 'i', ""'ve"", 'no', 'choice', 'but', 'to', 'resign', 'after', 'disappointing', 'gcse', 'results']",['teacher-network']
"['teenagers', 'who', 'watch', 'screens', 'in', 'free', 'time', ""'do"", 'worse', 'in', 'gcses']",['education']
"['heston', 'blumenthal', 'adds', 'dash', 'of', 'spice', 'to', 'home', 'economics', 'gcse']",['education']
"['bored', 'with', 'gcses', 'meet', 'the', 'schools', 'with', 'their', 'own', 'alternatives']",['teacher-network']
"['parents', 'to', 'take', 'on', 'government', 'over', 'religious', 'studies', 'gcse']",['education']
"['the', 'schools', 'that', 'topped', 'the', '2015', 'gcse', 'league', 'table', 'by', 'region']",['teacher-network']
"['gcse', 'league', 'tables', 'top', '10', 'non-selective', 'schools', 'by', 'region']",['teacher-network']
"['deaf', 'children', 'lagging', 'behind', 'hearing', 'peers', 'in', 'gcses']",['society']
"['three', 'alternative', 'gcse', 'and', 'a', 'level', 'results', 'tables']",['news']
"['gcse', 'league', 'tables', 'show', 'schools', 'struggling', 'to', 'adjust', 'to', 'changes']",['education']
"['teenagers', 'need', 'to', 'enjoy', 'the', 'books', 'they', 'are', 'studying', 'at', 'gcse']",['childrens-books-site']
"['complicated', 'gcse', 'changes', 'are', 'a', 'catastrophe', 'in', 'the', 'making']",['education']
"['george', 'osborne', 'would', 'fail', 'his', 'economics', 'gcse', '–', 'he', 'can', '’', 't', 'even', 'get', 'the', 'basics']",['commentisfree']
"['gcse', 'students', 'do', ""n't"", 'need', 'to', 'go', 'to', 'the', 'theatre', '–', 'they', 'just', 'need', 'passion']",['stage']
"['gcses', 'have', 'bent', 'schools', 'out', 'of', 'shape', 'so', 'scrap', 'them']",['commentisfree']
"['a', 'school', 'governor', ""'s"", 'guide', 'to', 'dealing', 'with', 'gcse', 'results']",['teacher-network']
"['will', 'students', 'still', 'be', 'able', 'to', 'have', 'their', 'gcses', 're-marked']",['teacher-network']
"['a-level', 'and', 'gcse', 'results', 'career', 'options', 'for', 'school', 'leavers', '–', 'live', 'chat']",['careers']
"['free', 'schools', 'anxiously', 'await', 'first', 'full', 'set', 'of', 'gcse', 'results']",['education']
"['secret', 'headteacher', '‘', 'after', 'thursday', '’', 's', 'gcse', 'results', 'will', 'i', 'still', 'have', 'a', 'job', '’']",['education']
"['progress', '8', 'and', 'gcses', 'will', 'the', 'new', 'way', 'to', 'judge', 'schools', 'be', 'fairer']",['education']
"['new', 'rules', 'on', 'retaking', 'gcses', 'likely', 'to', 'bring', 'down', 'overall', 'pass', 'rate']",['education']
"['biggest', 'drop', 'in', 'gcse', 'pass', 'rate', 'for', '30', 'years', 'due', 'to', 'exam', 'changes']",['education']
"['the', 'olympic', 'medallist', 'who', 'balanced', 'training', 'with', 'gcse', 'studies']",['education']
"['why', 'are', 'gcse', 'results', 'down', 'and', 'other', 'questions']",['education']
"['gcse', 'success', 'stories', 'from', 'the', 'refugee', 'to', 'the', 'piano', 'prodigy']",['education']
"['gcse', 'results', 'day', '2016', 'uk', 'students', 'get', 'their', 'grades', '–', 'as', 'it', 'happened']",['education']
